transaction_id,customer_id,customer_name,source_amount,source_currency,destination_amount,destination_currency,payment_mode,payment_gateway,status,expected_tat,transaction_timestamp
5c9b6cc1-2db6-47a6-b980-f8ed6adc3b51,cust039,Customer 039,511.46,SGD,503.51,GBP,UPI,Razorpay,FAILED,2 days,2025-06-22T14:03:10.335585
312f85c1-7109-46e5-b693-e5fdf5cc8f57,cust067,Customer 067,975.57,GBP,979.63,USD,UPI,Adyen,SENT_TO_GATEWAY,4 days,2025-06-23T05:17:37.335585
8633ca91-62c2-449d-94c7-abdd9f78c1ca,cust063,Customer 063,919.02,GBP,888.96,EUR,PAYPAL,PayPal,COMPLIANCE_CHECKED,2 days,2025-07-02T01:09:42.335585
cf03c3e2-486e-405c-86e0-7a7f91f83bea,cust017,Customer 017,74.49,EUR,76.82,INR,UPI,Square,FAILED,1 days,2025-07-09T11:19:44.335585
e6e0b3a9-87c0-4485-9768-acf869ecf6f8,cust097,Customer 097,387.83,GBP,387.09,SGD,PAYPAL,Square,SENT_TO_GATEWAY,5 days,2025-07-06T03:50:39.335585
ef5b25da-add9-49bd-b16b-174de6cd0cce,cust066,Customer 066,433.85,EUR,428.44,SGD,CARD,Square,COMPLIANCE_CHECKED,1 days,2025-06-22T15:57:02.335585
3dbe88df-2127-4d59-9ca5-c0f00b691a1a,cust032,Customer 032,974.94,SGD,936.24,INR,PAYPAL,Stripe,COMPLIANCE_CHECKED,1 days,2025-06-22T03:36:27.335585
1fe5cf0b-0e6e-4dd7-b6f3-8e12f803d9ea,cust057,Customer 057,809.0,INR,844.38,EUR,BANK_TRANSFER,Adyen,PAID,3 days,2025-06-19T22:08:37.335585
409cb8d5-14d6-4090-8e7e-63390e3c918e,cust010,Customer 010,938.82,SGD,930.78,EUR,CARD,Square,PAID,2 days,2025-07-09T10:02:25.335585
144bb8ff-5613-465f-8feb-acdde78468ba,cust039,Customer 039,382.59,SGD,389.17,INR,CARD,PayPal,COMPLIANCE_CHECKED,2 days,2025-06-22T19:56:11.335585
e62464fb-5688-46f5-81b7-5911977938ac,cust076,Customer 076,756.48,SGD,734.09,USD,CARD,Razorpay,FAILED,5 days,2025-07-19T01:55:42.335585
2050fa8d-1797-423a-870e-f0886f0c4eb0,cust061,Customer 061,662.72,INR,651.07,GBP,BANK_TRANSFER,Adyen,CREATED,4 days,2025-06-24T10:41:54.335585
d1e6d34c-ae5c-482e-9a6d-e88b935b752e,cust038,Customer 038,956.66,GBP,914.86,EUR,CARD,Adyen,FAILED,5 days,2025-07-12T16:24:40.335585
7e6d8f81-b9c6-4c09-a218-c2114229cfff,cust050,Customer 050,591.6,USD,584.36,SGD,PAYPAL,Razorpay,FAILED,2 days,2025-07-13T13:01:55.335585
4b99c54c-f1d7-478a-8bb7-7fe6e6af9ff3,cust023,Customer 023,340.29,GBP,342.86,USD,UPI,Adyen,CANCELLED,2 days,2025-07-04T18:09:17.335585
05d1cd00-0e8c-45f4-8e87-98f0c4bc497b,cust037,Customer 037,76.5,EUR,76.14,INR,PAYPAL,Square,CREATED,3 days,2025-06-28T11:34:17.335585
3649cbb5-a3b1-494a-9fa7-c69ad3a554fd,cust100,Customer 100,393.81,INR,411.5,GBP,PAYPAL,PayPal,COMPLIANCE_CHECKED,3 days,2025-06-23T23:47:30.335585
0f77b7d0-b6ce-4fbc-b4f8-336f67e374f7,cust068,Customer 068,229.28,USD,224.29,SGD,PAYPAL,PayPal,VALIDATED,4 days,2025-07-05T19:26:00.335585
3631a0ef-244c-4a53-8a80-c7a30e6702ef,cust008,Customer 008,527.84,SGD,502.71,EUR,CARD,PayPal,CANCELLED,2 days,2025-06-20T05:11:24.335585
5c749b4c-363b-4144-97b2-bb95b1f47009,cust019,Customer 019,197.97,GBP,204.27,SGD,UPI,Razorpay,CANCELLED,5 days,2025-06-20T03:41:44.335585
53175e2e-0791-433a-abe6-e5fabb22ea34,cust053,Customer 053,604.7,USD,584.46,SGD,BANK_TRANSFER,PayPal,PAID,5 days,2025-07-15T13:21:11.335585
f1eb7d8d-1cc6-406d-9c07-22cc04f7fee0,cust064,Customer 064,15.05,INR,14.74,GBP,CARD,Razorpay,PAID,3 days,2025-06-26T15:49:06.335585
d462242e-24f6-41c4-8113-2d926981cf48,cust076,Customer 076,594.47,USD,585.86,SGD,PAYPAL,PayPal,COMPLIANCE_CHECKED,5 days,2025-07-11T13:39:56.335585
cf5e386d-71fe-4ac5-9b25-e36aede1059b,cust069,Customer 069,758.99,USD,766.69,EUR,UPI,Razorpay,COMPLIANCE_CHECKED,1 days,2025-07-06T12:19:51.335585
39c04586-88ac-4c3f-a715-8d9c874db971,cust008,Customer 008,15.05,GBP,14.77,USD,BANK_TRANSFER,Square,FAILED,4 days,2025-07-11T19:33:09.335585
4e565a7b-d673-4bc3-a35b-79818aaad215,cust020,Customer 020,682.1,GBP,688.07,EUR,CARD,Stripe,SENT_TO_GATEWAY,3 days,2025-07-12T15:47:28.335585
8855dd8a-717d-4408-a5be-ead666a8259f,cust072,Customer 072,525.65,EUR,541.15,INR,UPI,PayPal,PAID,5 days,2025-07-11T06:46:08.335585
b5e7a04e-b8a4-42be-bffe-0534b55b69a3,cust088,Customer 088,127.05,SGD,131.85,INR,UPI,Square,COMPLIANCE_CHECKED,5 days,2025-06-21T18:12:50.335585
b8354125-6070-42bd-8a0a-653f7315074e,cust037,Customer 037,858.06,INR,895.73,USD,CARD,Square,VALIDATED,2 days,2025-07-05T17:18:05.335585
fce54d36-7680-4826-ad99-5f08b6dfba1f,cust050,Customer 050,418.95,INR,406.61,SGD,PAYPAL,PayPal,FAILED,4 days,2025-06-25T01:49:15.335585
4e833939-b56c-45f3-88c4-9c3712e40e80,cust031,Customer 031,749.19,SGD,715.16,USD,UPI,Stripe,SENT_TO_GATEWAY,3 days,2025-07-03T23:25:30.335585
840eadc5-802d-4501-bc56-29fa337a7a7e,cust067,Customer 067,185.97,USD,179.21,GBP,PAYPAL,PayPal,CANCELLED,3 days,2025-06-25T08:16:31.335585
8a55ad36-8d40-4026-a3ff-bd6be0bcd454,cust096,Customer 096,688.67,INR,658.11,GBP,BANK_TRANSFER,PayPal,VALIDATED,2 days,2025-06-26T22:54:03.335585
33aa856e-e82e-4704-8541-ab571e6d88cd,cust080,Customer 080,28.35,SGD,28.72,USD,CARD,Square,CREATED,3 days,2025-07-02T23:43:53.335585
b7c13f7c-044b-4744-9d57-4b1b547f9184,cust048,Customer 048,773.92,USD,748.45,SGD,PAYPAL,Razorpay,PAID,4 days,2025-07-02T21:11:22.335585
3180f3c8-f849-4a70-a3d2-3b20b4257298,cust098,Customer 098,31.25,USD,32.12,EUR,BANK_TRANSFER,Square,CANCELLED,2 days,2025-06-28T21:52:00.335585
e8f48be5-6acd-46d9-bd4f-1a7c578dee29,cust075,Customer 075,466.13,USD,480.96,GBP,BANK_TRANSFER,Razorpay,FAILED,1 days,2025-06-21T01:50:38.335585
0959d909-be79-4c25-b94d-502babfef29c,cust086,Customer 086,669.83,SGD,698.01,EUR,UPI,Square,CREATED,4 days,2025-06-27T09:13:34.335585
d6f50b19-392b-4c64-bb7d-68f33bcb53f4,cust065,Customer 065,824.5,GBP,842.88,SGD,BANK_TRANSFER,Razorpay,PAID,3 days,2025-07-02T11:32:43.335585
16604789-2bb9-4287-b4f1-c545506846c7,cust044,Customer 044,51.86,EUR,52.53,GBP,PAYPAL,Square,COMPLIANCE_CHECKED,1 days,2025-06-25T18:57:02.335585
a407dff6-f758-4142-81c3-ff866c07ecb6,cust038,Customer 038,882.61,SGD,839.33,EUR,PAYPAL,Razorpay,PAID,2 days,2025-07-02T09:57:48.335585
7aa6a60a-9477-49a5-9758-9d1f08a4d13b,cust063,Customer 063,661.08,USD,656.41,INR,UPI,Razorpay,COMPLIANCE_CHECKED,3 days,2025-07-10T08:47:03.335585
25e68957-2d57-49e1-b0cb-2a0c70370562,cust003,Customer 003,387.13,USD,384.92,INR,CARD,Square,CANCELLED,4 days,2025-07-08T17:09:03.335585
42ac32c7-3f5c-4ed2-8864-313fec655bda,cust060,Customer 060,364.07,SGD,374.04,USD,CARD,PayPal,PAID,1 days,2025-06-27T16:01:17.335585
ec35231f-40b9-4a9e-b46d-be5437938580,cust093,Customer 093,594.95,USD,567.15,INR,CARD,Stripe,COMPLIANCE_CHECKED,2 days,2025-06-28T00:41:48.335585
518f1c6d-4b01-4567-99b6-ddc80f017a62,cust088,Customer 088,82.68,GBP,86.65,INR,CARD,Adyen,SENT_TO_GATEWAY,1 days,2025-07-14T15:27:10.335585
ea43f2bf-122f-4878-917e-692d1c06d9bd,cust042,Customer 042,330.23,USD,342.74,INR,UPI,PayPal,COMPLIANCE_CHECKED,2 days,2025-07-08T20:15:20.335585
abe5245f-d948-40c4-827d-2339d595c969,cust099,Customer 099,141.01,INR,138.93,GBP,UPI,PayPal,CANCELLED,1 days,2025-07-18T02:55:18.335585
07b722aa-c633-47b8-baa1-48b463bed33d,cust098,Customer 098,193.55,SGD,196.27,GBP,BANK_TRANSFER,Stripe,PAID,3 days,2025-06-30T00:55:07.335585
38bd3e05-3ff3-4ace-8e98-77e395156a52,cust061,Customer 061,270.6,EUR,264.63,USD,BANK_TRANSFER,Razorpay,PAID,2 days,2025-07-17T22:15:29.335585
f2ebb89e-1896-47a4-8cd4-4da732ec5446,cust009,Customer 009,631.95,USD,618.05,EUR,BANK_TRANSFER,Razorpay,PAID,4 days,2025-06-22T06:47:44.335585
a36153d8-ab32-4b1c-ad9a-e34c5daab8a2,cust100,Customer 100,133.8,GBP,132.22,INR,UPI,Adyen,COMPLIANCE_CHECKED,3 days,2025-07-19T17:03:40.335585
a70113e1-d9cc-44a9-9c12-377ab40b6264,cust070,Customer 070,148.74,INR,145.85,USD,PAYPAL,Square,FAILED,5 days,2025-06-23T13:42:37.335585
07e7fa98-08f0-4c47-a444-09940380cb73,cust027,Customer 027,149.09,SGD,154.29,INR,BANK_TRANSFER,Square,CREATED,5 days,2025-06-21T20:49:08.335585
adfeead5-e223-40e6-ad20-4d47701e7680,cust069,Customer 069,696.22,EUR,698.53,GBP,PAYPAL,Razorpay,PAID,1 days,2025-06-27T19:40:23.335585
3e475e8a-0f2f-414c-82d4-9f7a4f193146,cust015,Customer 015,667.47,INR,659.5,EUR,CARD,PayPal,COMPLIANCE_CHECKED,2 days,2025-07-08T07:58:40.335585
425ea229-445c-44b8-a511-694da8cc92fe,cust070,Customer 070,696.66,INR,723.55,GBP,PAYPAL,PayPal,PAID,3 days,2025-06-26T01:50:16.335585
b4f971f6-f0ee-4887-93bb-30170764fb59,cust034,Customer 034,557.33,USD,574.04,INR,BANK_TRANSFER,PayPal,VALIDATED,4 days,2025-07-13T00:57:05.335585
2a92fe4a-13fd-45a7-bda4-d9528c6fdb9f,cust083,Customer 083,78.67,SGD,79.47,INR,PAYPAL,Adyen,SENT_TO_GATEWAY,3 days,2025-07-16T00:11:53.335585
d6a937f7-8848-4415-bd1e-0fcc7bbdb8bf,cust051,Customer 051,959.36,EUR,987.53,GBP,BANK_TRANSFER,Adyen,VALIDATED,2 days,2025-07-16T08:22:06.335585
b939af17-332d-4332-bde7-7aac16dabbb3,cust004,Customer 004,426.8,GBP,407.38,SGD,PAYPAL,PayPal,SENT_TO_GATEWAY,3 days,2025-07-02T11:19:34.335585
7d1936b6-e6e7-4950-b2ef-67a42a1cfbd6,cust045,Customer 045,372.31,USD,383.29,INR,UPI,Adyen,VALIDATED,5 days,2025-07-13T08:29:29.335585
7c8fb290-5152-42c9-9b3b-c780a166b248,cust013,Customer 013,985.2,EUR,987.59,INR,PAYPAL,PayPal,CANCELLED,5 days,2025-07-11T09:56:14.335585
e00c8ce4-942d-497f-9a3d-ef9e6d87fdfb,cust083,Customer 083,640.42,INR,627.62,EUR,BANK_TRANSFER,Stripe,CREATED,1 days,2025-07-18T16:16:46.335585
d6d800b5-9f3c-42d8-a517-8696b89e27f4,cust011,Customer 011,211.32,USD,219.81,GBP,CARD,PayPal,CANCELLED,2 days,2025-07-09T13:20:04.335585
0f317a4c-feaf-40eb-abc1-7a5487e2df85,cust093,Customer 093,781.09,INR,812.53,SGD,CARD,Razorpay,CANCELLED,5 days,2025-07-15T16:44:52.335585
b8c8c13f-4925-4aa5-81ab-873f77f6d7d9,cust062,Customer 062,822.96,USD,843.33,SGD,PAYPAL,Square,VALIDATED,1 days,2025-07-19T09:12:39.335585
080e3e7f-5a62-4828-bdd4-931d0a998d78,cust017,Customer 017,206.26,EUR,212.59,INR,BANK_TRANSFER,PayPal,PAID,1 days,2025-07-06T17:40:57.335585
a7b7a949-de4a-47ab-80bf-a8d4f05169df,cust095,Customer 095,479.31,SGD,483.7,USD,BANK_TRANSFER,PayPal,FAILED,4 days,2025-07-17T23:17:05.335585
fc574758-6147-4233-adce-974ec74dceaf,cust022,Customer 022,451.64,GBP,450.1,SGD,UPI,Stripe,FAILED,4 days,2025-07-07T18:26:51.335585
63891901-b897-4ae8-a695-ebbbd1bd7823,cust098,Customer 098,121.6,SGD,120.7,GBP,PAYPAL,PayPal,PAID,1 days,2025-07-09T18:07:42.335585
da8da47e-71fd-4a47-9663-b5dd0f947bf0,cust096,Customer 096,524.69,GBP,538.28,USD,BANK_TRANSFER,Razorpay,PAID,2 days,2025-07-04T23:00:56.335585
5027f3d8-8bda-452a-b867-bb0615fda59f,cust030,Customer 030,516.66,SGD,512.55,EUR,UPI,Adyen,FAILED,1 days,2025-07-13T14:00:23.335585
f66a1e53-2575-4f4e-8ef5-71034e3adc2b,cust026,Customer 026,406.23,INR,422.08,SGD,PAYPAL,Adyen,FAILED,3 days,2025-07-08T02:58:00.335585
9409491d-40f9-49f5-997b-ba400ff865ee,cust043,Customer 043,670.62,GBP,661.1,SGD,BANK_TRANSFER,Adyen,COMPLIANCE_CHECKED,1 days,2025-07-06T13:37:00.335585
848fbde2-0922-4282-b21a-156ac88d42db,cust100,Customer 100,507.22,SGD,484.42,GBP,BANK_TRANSFER,Adyen,FAILED,1 days,2025-07-09T21:02:37.335585
176fb1c4-1616-43d3-9d21-30682c1674b1,cust049,Customer 049,89.85,SGD,92.31,INR,UPI,PayPal,VALIDATED,3 days,2025-06-19T22:18:14.335585
da25f69e-4470-447c-85c2-a2ef68b461e1,cust063,Customer 063,969.44,SGD,986.89,GBP,BANK_TRANSFER,PayPal,SENT_TO_GATEWAY,5 days,2025-07-02T03:10:53.335585
36c1aff5-8770-4ea6-9535-6a47d86873ab,cust063,Customer 063,787.73,USD,782.34,EUR,BANK_TRANSFER,Adyen,VALIDATED,4 days,2025-07-19T03:06:02.335585
290b6fd9-9a71-4cfa-be3f-73b9d85158f3,cust027,Customer 027,32.58,GBP,32.81,EUR,CARD,PayPal,COMPLIANCE_CHECKED,4 days,2025-07-11T10:21:08.335585
21b2c801-f264-4f04-9877-4faccdffef20,cust025,Customer 025,731.14,SGD,696.89,INR,UPI,PayPal,FAILED,5 days,2025-07-18T02:17:30.335585
2d5a4dbe-3c6e-4bf9-99fc-ad12bcd100e1,cust063,Customer 063,756.43,USD,737.5,EUR,CARD,Razorpay,FAILED,4 days,2025-07-18T12:34:27.335585
45881467-6dea-4d0e-b4b0-af85daec365d,cust024,Customer 024,949.04,INR,924.33,GBP,UPI,Stripe,COMPLIANCE_CHECKED,5 days,2025-06-25T05:10:46.335585
2b45547b-7dbb-40ee-87e1-16d95e154877,cust008,Customer 008,630.17,GBP,632.86,USD,BANK_TRANSFER,Square,PAID,3 days,2025-07-13T18:10:46.335585
4859e395-e09e-4ea9-9519-5ddbc59d87c2,cust064,Customer 064,435.33,INR,440.18,USD,UPI,Stripe,CREATED,4 days,2025-06-20T01:13:47.335585
a5a1c442-440a-4227-bf44-cb440ecfdc58,cust073,Customer 073,615.07,GBP,618.56,SGD,BANK_TRANSFER,Razorpay,SENT_TO_GATEWAY,5 days,2025-07-05T14:45:34.335585
0e006dc0-3175-45d9-978e-4929ccd03607,cust027,Customer 027,541.22,SGD,553.69,EUR,UPI,Stripe,CREATED,2 days,2025-06-28T04:59:35.335585
7faaa602-565d-4924-b07b-d5c2d31295ee,cust003,Customer 003,183.25,INR,181.03,GBP,UPI,Square,FAILED,4 days,2025-06-28T11:04:17.335585
80401d13-fdb4-43bb-b68b-7a1233db3622,cust055,Customer 055,680.42,SGD,648.21,INR,UPI,PayPal,FAILED,3 days,2025-07-06T02:25:00.335585
347e8ea7-b88b-4794-9035-c2a3d618b760,cust067,Customer 067,204.17,GBP,197.18,USD,UPI,PayPal,VALIDATED,5 days,2025-06-20T02:42:31.335585
9f687d1e-fe26-4404-8477-6f9558b8e139,cust028,Customer 028,755.88,SGD,754.6,INR,UPI,Square,VALIDATED,1 days,2025-07-05T10:17:07.335585
25bf42e7-5634-41c0-ae24-4b9562f9e9d9,cust075,Customer 075,71.36,GBP,68.28,INR,UPI,Adyen,PAID,4 days,2025-07-14T03:50:11.335585
ca6e04ad-ffdc-44c4-865c-a0be985a8e6d,cust077,Customer 077,680.36,INR,679.23,USD,UPI,PayPal,FAILED,5 days,2025-06-23T14:04:55.335585
5bd24fdf-555b-40ea-a29e-dd3580100d04,cust077,Customer 077,475.97,EUR,486.87,USD,PAYPAL,Square,COMPLIANCE_CHECKED,3 days,2025-07-08T19:56:32.335585
f0ab493c-6cdf-452d-a9f9-b17f5958dd87,cust011,Customer 011,826.42,GBP,867.58,INR,PAYPAL,Stripe,COMPLIANCE_CHECKED,4 days,2025-07-05T12:10:33.335585
906fc48c-8ac2-42a8-84fe-501d84599fd3,cust042,Customer 042,567.13,GBP,593.28,USD,BANK_TRANSFER,PayPal,SENT_TO_GATEWAY,4 days,2025-07-01T19:20:05.335585
318a3687-2e84-4215-852c-e97380f798b4,cust085,Customer 085,608.13,SGD,616.43,GBP,CARD,PayPal,FAILED,5 days,2025-07-05T17:31:40.335585
50285cf0-2865-4d39-a12d-9fac784ab86a,cust062,Customer 062,115.58,EUR,110.21,SGD,BANK_TRANSFER,Stripe,CANCELLED,3 days,2025-07-10T05:32:46.335585
58ffb46c-61db-4b1f-b0d4-2c415c95d66f,cust064,Customer 064,281.92,SGD,277.49,GBP,PAYPAL,Adyen,FAILED,4 days,2025-06-21T08:00:05.335585
06bb3812-1ac5-4745-990b-1afb001a769f,cust043,Customer 043,682.23,GBP,716.05,USD,PAYPAL,Square,SENT_TO_GATEWAY,1 days,2025-07-03T12:46:50.335585
5d25b536-ea82-4e0f-bb15-1690a646be1e,cust017,Customer 017,869.16,SGD,834.45,GBP,UPI,PayPal,SENT_TO_GATEWAY,3 days,2025-07-03T08:30:21.335585
c66703af-da84-48c3-a52e-b9f6bd5b7ed9,cust047,Customer 047,94.73,USD,93.96,EUR,BANK_TRANSFER,Razorpay,CREATED,2 days,2025-07-19T17:22:52.335585
7f3128f6-5566-4eeb-a24f-538ef528eb15,cust032,Customer 032,771.07,GBP,744.86,EUR,UPI,Adyen,CANCELLED,2 days,2025-06-30T03:37:58.335585
b557b323-e227-4825-894b-f76005b0936a,cust049,Customer 049,391.3,INR,380.82,EUR,UPI,Stripe,VALIDATED,1 days,2025-07-15T10:26:36.335585
f19bfad8-6447-4f68-a425-0177aeec8cd4,cust083,Customer 083,527.8,GBP,544.64,INR,BANK_TRANSFER,Stripe,VALIDATED,2 days,2025-07-01T12:33:37.335585
ec1cca77-dc7d-43ce-9715-b248819083ae,cust085,Customer 085,470.73,INR,487.92,GBP,PAYPAL,Stripe,FAILED,3 days,2025-06-30T11:03:39.335585
f4d30f2b-799b-48bd-a093-f7dc0f6bc476,cust082,Customer 082,749.78,EUR,772.04,INR,BANK_TRANSFER,PayPal,SENT_TO_GATEWAY,3 days,2025-06-20T12:11:21.335585
6037897e-8a23-45b4-b4b0-dc3aa10ff160,cust051,Customer 051,884.87,USD,872.28,SGD,PAYPAL,Square,FAILED,5 days,2025-06-27T06:52:25.335585
5dab382e-b97a-4750-84aa-32d1a74c09b7,cust098,Customer 098,247.36,INR,243.7,EUR,CARD,PayPal,SENT_TO_GATEWAY,3 days,2025-06-30T11:48:27.335585
af8a8b7b-3c6a-441f-ad74-24666c0a98a1,cust067,Customer 067,642.62,USD,651.12,EUR,BANK_TRANSFER,PayPal,PAID,1 days,2025-06-29T08:58:03.335585
dee4eef8-2da5-44b1-8a61-f7db550d3822,cust026,Customer 026,802.03,GBP,820.18,INR,BANK_TRANSFER,Square,SENT_TO_GATEWAY,4 days,2025-07-15T15:09:35.335585
315d48ab-0cbd-4712-835c-e43547ea8d54,cust083,Customer 083,329.82,INR,326.43,EUR,PAYPAL,Square,CREATED,1 days,2025-06-23T01:37:05.335585
b4f82222-81cc-4f98-b4c0-323feefe10c6,cust066,Customer 066,735.76,GBP,723.92,EUR,CARD,Stripe,CREATED,5 days,2025-07-18T17:20:48.335585
435afb60-cf54-49e9-832a-495b38a0e1ea,cust026,Customer 026,827.39,EUR,839.39,INR,CARD,PayPal,COMPLIANCE_CHECKED,3 days,2025-07-09T08:22:17.335585
6df545a5-fdeb-45b9-92f1-9d7ac736ada9,cust081,Customer 081,703.96,EUR,729.04,USD,UPI,PayPal,COMPLIANCE_CHECKED,3 days,2025-06-30T19:41:13.335585
c25174c5-f931-4f36-9822-280dd3c0f519,cust002,Customer 002,221.42,EUR,216.71,GBP,UPI,Square,CREATED,4 days,2025-07-15T18:16:31.335585
042a94c7-1194-4e9c-bd4f-6056f6fc7bb6,cust030,Customer 030,87.75,INR,86.72,SGD,PAYPAL,Stripe,FAILED,2 days,2025-06-19T23:12:18.335585
bfddf57e-4a4a-4272-8028-d821755e39fd,cust027,Customer 027,300.8,EUR,305.67,SGD,CARD,Square,SENT_TO_GATEWAY,1 days,2025-06-23T07:06:12.335585
af7f859a-d396-4af8-9879-39d1570039a0,cust095,Customer 095,434.24,USD,435.65,EUR,CARD,PayPal,VALIDATED,5 days,2025-07-08T06:33:30.335585
b6174220-c97b-4d92-a09b-3ce7a3156075,cust065,Customer 065,420.6,SGD,441.27,EUR,BANK_TRANSFER,PayPal,CANCELLED,5 days,2025-07-09T22:18:36.335585
5ccd25b1-35c7-414a-bbdb-8be5f5b6642b,cust035,Customer 035,132.85,INR,136.91,USD,UPI,Razorpay,CREATED,1 days,2025-06-26T12:05:14.335585
cfb07686-3555-46e2-95b4-f7e4e0a90b4a,cust051,Customer 051,816.59,GBP,786.58,INR,UPI,Stripe,VALIDATED,2 days,2025-06-27T00:32:27.335585
0278b47f-1131-4b66-a883-5e190f7f2da4,cust039,Customer 039,95.01,GBP,94.5,EUR,BANK_TRANSFER,Stripe,VALIDATED,4 days,2025-06-21T13:51:23.335585
bf0d4da8-8e21-4444-80fd-e6ecee025cbc,cust089,Customer 089,982.26,USD,967.73,INR,PAYPAL,Stripe,CREATED,5 days,2025-07-18T22:28:54.335585
06316c5a-ed03-4486-984d-89202eabd055,cust024,Customer 024,695.87,USD,696.68,EUR,PAYPAL,Stripe,FAILED,3 days,2025-07-06T06:05:31.335585
e1dec56f-7413-4889-b717-4241923f5a2c,cust038,Customer 038,418.92,INR,436.0,GBP,UPI,Adyen,CANCELLED,1 days,2025-06-26T14:32:38.335585
aae214de-5154-4935-b1ba-3d94660b9707,cust037,Customer 037,79.72,USD,83.31,GBP,PAYPAL,Square,SENT_TO_GATEWAY,2 days,2025-06-26T09:42:21.335585
b9a2764f-5973-42f3-aa21-5e813461b0e7,cust036,Customer 036,117.82,INR,121.28,EUR,UPI,Square,VALIDATED,4 days,2025-07-19T04:48:10.335585
75a5accb-4c1c-42a4-92ad-c5766b904457,cust034,Customer 034,492.12,USD,505.96,EUR,CARD,Razorpay,VALIDATED,5 days,2025-07-16T02:25:21.335585
e484930c-f065-4ff2-bf83-3f1eb44dbeaa,cust085,Customer 085,352.18,USD,340.2,SGD,UPI,Stripe,COMPLIANCE_CHECKED,4 days,2025-07-17T11:05:01.335585
61c5190b-966a-4f8a-ab7e-73b5f6e901dc,cust049,Customer 049,241.02,EUR,239.28,INR,CARD,Razorpay,COMPLIANCE_CHECKED,5 days,2025-07-14T07:41:30.335585
be1a1597-ee4b-4f67-ab2e-f72f2c40aa28,cust057,Customer 057,72.66,EUR,72.74,USD,UPI,Stripe,SENT_TO_GATEWAY,2 days,2025-06-28T19:45:50.335585
29109de2-b2c2-4a9e-8ab6-f2bb2713017b,cust021,Customer 021,128.76,SGD,128.6,EUR,UPI,Adyen,SENT_TO_GATEWAY,2 days,2025-07-12T08:21:02.335585
19b48053-7a77-485f-9a42-74db93ba1bc5,cust048,Customer 048,407.1,EUR,404.89,GBP,BANK_TRANSFER,Square,FAILED,4 days,2025-06-29T23:36:56.335585
337f3ff1-592f-4261-9a10-3a182c44022d,cust052,Customer 052,605.27,SGD,596.42,INR,UPI,Adyen,CREATED,1 days,2025-07-19T09:44:05.335585
6309632c-5277-432c-ae3d-3fc637876e53,cust099,Customer 099,920.42,SGD,919.88,USD,PAYPAL,Adyen,PAID,2 days,2025-07-12T23:50:56.335585
9ce24edb-cc66-4a67-ba8b-6f76bc1264fd,cust030,Customer 030,544.9,INR,517.66,USD,CARD,Square,SENT_TO_GATEWAY,2 days,2025-06-29T23:51:09.335585
caa50945-f7ad-4b05-873a-39e0197e00a3,cust045,Customer 045,21.4,INR,21.72,EUR,CARD,Square,SENT_TO_GATEWAY,3 days,2025-06-30T10:22:31.335585
be5f8513-f10e-43f2-921a-4ce63d88d642,cust028,Customer 028,392.62,EUR,411.04,INR,PAYPAL,PayPal,SENT_TO_GATEWAY,4 days,2025-07-03T02:00:06.335585
325e6c19-aa5d-4eb4-9689-e552ee35b88c,cust060,Customer 060,467.74,GBP,461.41,EUR,CARD,PayPal,VALIDATED,1 days,2025-07-02T22:11:05.335585
68148531-acff-4766-895e-7e15af392c37,cust033,Customer 033,172.05,SGD,172.92,INR,BANK_TRANSFER,Stripe,VALIDATED,4 days,2025-06-25T14:04:56.335585
86e2ca6f-ec87-4122-8de1-eafcc012a539,cust055,Customer 055,978.76,SGD,975.84,EUR,PAYPAL,Adyen,CANCELLED,5 days,2025-06-30T05:05:27.335585
bf68729f-91f2-425e-9aab-fe41bc604ed4,cust095,Customer 095,631.97,USD,600.88,INR,CARD,PayPal,CREATED,3 days,2025-07-09T11:36:58.335585
78c874f2-6fda-439f-abdf-763aa02d6eaf,cust034,Customer 034,227.59,INR,236.83,USD,CARD,Stripe,FAILED,1 days,2025-06-28T20:45:06.335585
8f4aab78-a5fe-46a6-9cd1-5014eb3777ae,cust094,Customer 094,958.99,SGD,982.03,EUR,UPI,Square,CREATED,3 days,2025-06-26T13:14:38.335585
cb16f49f-e397-420b-89a5-4d3febf803fc,cust012,Customer 012,864.05,INR,906.4,SGD,PAYPAL,PayPal,FAILED,1 days,2025-07-09T14:43:03.335585
25d5eb39-939d-4d89-8e3c-16873d7f845d,cust012,Customer 012,642.29,SGD,672.43,USD,BANK_TRANSFER,PayPal,CREATED,2 days,2025-07-06T23:00:18.335585
85ff2d71-2995-4b79-85a6-d8922122c558,cust050,Customer 050,665.52,EUR,686.43,USD,CARD,Square,PAID,3 days,2025-07-18T19:27:50.335585
d8b08408-a8d1-4350-ad11-3ff0009c962b,cust018,Customer 018,391.79,USD,376.17,EUR,CARD,Razorpay,PAID,1 days,2025-06-29T06:28:44.335585
5838a710-0164-46ba-bace-b8d161aa2f14,cust030,Customer 030,686.06,SGD,663.58,GBP,UPI,Razorpay,PAID,5 days,2025-06-27T14:22:28.335585
63ddef0f-4f42-4af2-953c-d0412d2c7759,cust099,Customer 099,596.64,EUR,618.84,INR,BANK_TRANSFER,PayPal,CANCELLED,3 days,2025-06-22T09:31:57.335585
ac1c15c4-f788-476d-8c17-5413b03bf979,cust042,Customer 042,777.18,USD,745.88,INR,PAYPAL,Adyen,COMPLIANCE_CHECKED,5 days,2025-06-23T07:25:43.335585
